"seqid"	"start"	"end"	"strand"	"type"	"Name"	"Dbxref"	"gene"	"interval_start"	"interval_stop"
"NC_044212.2"	36811062	36876597	"+"	"gene"	"ZDHHC17"	GeneID:100219920	"ZDHHC17"	36809062	36876597
"NC_044212.2"	36878289	36887377	"-"	"gene"	"CSRP2"	GeneID:100190581	"CSRP2"	36878289	36889377
"NC_044212.2"	37043681	37563476	"+"	"gene"	"NAV3"	GeneID:100229468	"NAV3"	37041681	37563476
"NC_044212.2"	38186316	38298647	"-"	"gene"	"PPP1R12A"	GeneID:100220857	"PPP1R12A"	38186316	38300647
"NC_044212.2"	38359367	38362961	"+"	"gene"	"RPS16"	GeneID:100190056	"RPS16"	38357367	38362961
"NC_044212.2"	40599887	40626497	"-"	"gene"	"RASSF9"	GeneID:100231398	"RASSF9"	40599887	40628497
"NC_044212.2"	40643647	40656057	"+"	"gene"	"NTS"	GeneID:100190409	"NTS"	40641647	40656057
"NC_044212.2"	41328139	41367137	"+"	"gene"	"TMTC3"	GeneID:100228599	"TMTC3"	41326139	41367137
"NC_044212.2"	41854401	41914879	"-"	"gene"	"ATP2B1"	GeneID:100219974	"ATP2B1"	41854401	41916879
"NC_044212.2"	42789405	42792040	"-"	"gene"	"BTG1"	GeneID:100219621	"BTG1"	42789405	42794040
"NC_044212.2"	43221925	43241047	"-"	"gene"	"UBE2N"	GeneID:100190537	"UBE2N"	43221925	43243047
"NC_044212.2"	43249140	43258408	"+"	"gene"	"MRPL42"	GeneID:100190042	"MRPL42"	43247140	43258408
"NC_044212.2"	43273714	43363511	"+"	"gene"	"CRADD"	GeneID:100226369	"CRADD"	43271714	43363511
"NC_044212.2"	43514114	43540382	"-"	"gene"	"CEP83"	GeneID:100225371	"CEP83"	43514114	43542382
"NC_044212.2"	43701243	43713709	"-"	"gene"	"NDUFA12"	GeneID:100220589	"NDUFA12"	43701243	43715709
"NC_044212.2"	43775257	43847600	"-"	"gene"	"FGD6"	GeneID:100223489	"FGD6"	43775257	43849600
"NC_044212.2"	43944418	43961790	"+"	"gene"	"METAP2"	GeneID:100230046	"METAP2"	43942418	43961790
"NC_044212.2"	44447925	44479029	"+"	"gene"	"NEDD1"	GeneID:100226298	"NEDD1"	44445925	44479029
"NC_044212.2"	44652640	44705299	"+"	"gene"	"LOC116807699"	GeneID:116807699	"LOC116807699"	44650640	44705299
"NC_044212.2"	45607799	45619623	"-"	"gene"	"DEPDC4"	GeneID:100223485	"DEPDC4"	45607799	45621623
"NC_044212.2"	46435298	46436354	"-"	"gene"	"LOC100218635"	GeneID:100218635	"LOC100218635"	46435298	46438354
"NC_044212.2"	46449010	46449739	"-"	"gene"	"LOC100225375"	GeneID:100225375	"LOC100225375"	46449010	46451739
"NC_044212.2"	46451068	46459317	"+"	"gene"	"LOC115493340"	GeneID:115493340	"LOC115493340"	46449068	46459317
"NC_044212.2"	46471985	46472771	"-"	"gene"	"LOC100226365"	GeneID:100226365	"LOC100226365"	46471985	46474771
"NC_044212.2"	46472930	46473413	"+"	"gene"	"LOC100223493"	GeneID:100223493	"LOC100223493"	46470930	46473413
"NC_044212.2"	46501440	46502202	"-"	"gene"	"LOC100221426"	GeneID:100221426	"LOC100221426"	46501440	46504202
"NC_044212.2"	46524530	46525262	"+"	"gene"	"LOC100232209"	GeneID:100232209	"LOC100232209"	46522530	46525262
"NC_044212.2"	46532841	46533514	"+"	"gene"	"LOC100220543"	GeneID:100220543	"LOC100220543"	46530841	46533514
"NC_044212.2"	46536555	46537188	"-"	"gene"	"LOC100221480"	GeneID:100221480	"LOC100221480"	46536555	46539188
"NC_044212.2"	46553492	46554014	"-"	"gene"	"LOC100227296"	GeneID:100227296	"LOC100227296"	46553492	46556014
"NC_044212.2"	46821235	47046156	"-"	"gene"	"GRIN2B"	GeneID:751956	"GRIN2B"	46821235	47048156
"NC_044212.2"	47148188	47224851	"+"	"gene"	"LOC100228253"	GeneID:100228253	"LOC100228253"	47146188	47224851
"NC_044212.2"	47388022	47439956	"+"	"gene"	"UBN2"	GeneID:100232106	"UBN2"	47386022	47439956
"NC_044212.2"	47443702	47472469	"+"	"gene"	"LOC100219615"	GeneID:100219615	"LOC100219615"	47441702	47472469
"NC_044212.2"	47501244	47516383	"+"	"gene"	"POLDIP3"	GeneID:100229195	"POLDIP3"	47499244	47516383
"NC_044212.2"	47594256	47725935	"+"	"gene"	"TCF20"	GeneID:100226363	"TCF20"	47592256	47725935
"NC_044212.2"	47756112	47757952	"+"	"gene"	"NDUFA6"	GeneID:100190413	"NDUFA6"	47754112	47757952
"NC_044212.2"	47785263	47799505	"-"	"gene"	"SEPTIN3"	GeneID:100189981	"SEPTIN3"	47785263	47801505
"NC_044212.2"	47894139	47940966	"-"	"gene"	"CCDC134"	GeneID:100190333	"CCDC134"	47894139	47942966
"NC_044212.2"	47959831	47977615	"+"	"gene"	"DESI1"	GeneID:100218672	"DESI1"	47957831	47977615
"NC_044212.2"	47990675	47999178	"-"	"gene"	"CSDC2"	GeneID:100217636	"CSDC2"	47990675	48001178
"NC_044212.2"	48034646	48041364	"+"	"gene"	"PHF5A"	GeneID:100228185	"PHF5A"	48032646	48041364
"NC_044212.2"	48046448	48055217	"+"	"gene"	"TOB2"	GeneID:100224406	"TOB2"	48044448	48055217
"NC_044212.2"	48059883	48094133	"-"	"gene"	"TEF"	GeneID:100221469	"TEF"	48059883	48096133
"NC_044212.2"	48153829	48175501	"+"	"gene"	"RANGAP1"	GeneID:100218626	"RANGAP1"	48151829	48175501
"NC_044212.2"	48331737	48342568	"-"	"gene"	"RBX1"	GeneID:100190092	"RBX1"	48331737	48344568
"NC_044212.2"	48599818	48731265	"-"	"gene"	"TNRC6B"	GeneID:100217681	"TNRC6B"	48599818	48733265
"NC_044212.2"	48891014	49054693	"-"	"gene"	"CACNA1I"	GeneID:100221511	"CACNA1I"	48891014	49056693
"NC_044212.2"	49086188	49088670	"+"	"gene"	"RPS19BP1"	GeneID:100219607	"RPS19BP1"	49084188	49088670
"NC_044212.2"	49096571	49099571	"-"	"gene"	"ATF4"	GeneID:100190733	"ATF4"	49096571	49101571
"NC_044212.2"	49109185	49118704	"-"	"gene"	"MIEF1"	GeneID:100229186	"MIEF1"	49109185	49120704
"NC_044212.2"	49126729	49149916	"-"	"gene"	"MGAT3"	GeneID:100226352	"MGAT3"	49126729	49151916
"NC_044212.2"	49172170	49180957	"-"	"gene"	"TAB1"	GeneID:100223478	"TAB1"	49172170	49182957
"NC_044212.2"	49184975	49204792	"-"	"gene"	"SYNGR1"	GeneID:105758590	"SYNGR1"	49184975	49206792
"NC_044212.2"	49207054	49214153	"+"	"gene"	"RPL3"	GeneID:100220579	"RPL3"	49205054	49214153
"NC_044212.2"	49305928	49323514	"+"	"gene"	"CBX6"	GeneID:100219537	"CBX6"	49303928	49323514
"NC_044212.2"	49391748	49402689	"+"	"gene"	"JOSD1"	GeneID:100230150	"JOSD1"	49389748	49402689
"NC_044212.2"	49440137	49459982	"+"	"gene"	"DDX17"	GeneID:100221457	"DDX17"	49438137	49459982
"NC_044212.2"	49458786	49466160	"-"	"gene"	"KDELR3"	GeneID:100224465	"KDELR3"	49458786	49468160
"NC_044212.2"	49503791	49527423	"+"	"gene"	"CSNK1E"	GeneID:100231092	"CSNK1E"	49501791	49527423
"NC_044212.2"	49605146	49614742	"-"	"gene"	"PICK1"	GeneID:100225309	"PICK1"	49605146	49616742
"NC_044212.2"	49684136	49693725	"-"	"gene"	"EIF3L"	GeneID:100232046	"EIF3L"	49684136	49695725
"NC_044212.2"	50267263	50322417	"+"	"gene"	"CACNG2"	GeneID:100231102	"CACNG2"	50265263	50322417
"NC_044212.2"	50351798	50359057	"+"	"gene"	"TXN2"	GeneID:100225362	"TXN2"	50349798	50359057
"NC_044212.2"	50466885	50638385	"+"	"gene"	"RBFOX2"	GeneID:100219603	"RBFOX2"	50464885	50638385
"NC_044212.2"	51644976	51835410	"+"	"gene"	"SYN3"	GeneID:100190606	"SYN3"	51642976	51835410
"NC_044212.2"	51707595	51745140	"-"	"gene"	"TIMP3"	GeneID:100230145	"TIMP3"	51707595	51747140
"NC_044212.2"	51932077	51948324	"+"	"gene"	"PRDM4"	GeneID:100224461	"PRDM4"	51930077	51948324
"NC_044212.2"	51984260	52157694	"-"	"gene"	"BTBD11"	GeneID:100229108	"BTBD11"	51984260	52159694
"NC_044212.2"	52859348	52897818	"-"	"gene"	"WASHC4"	GeneID:100223462	"WASHC4"	52859348	52899818
"NC_044212.2"	52905660	52936065	"+"	"gene"	"ALDH1L2"	GeneID:100230131	"ALDH1L2"	52903660	52936065
"NC_044212.2"	53237080	53253409	"+"	"gene"	"NFYB"	GeneID:100222409	"NFYB"	53235080	53253409
"NC_044212.2"	53832864	53888087	"+"	"gene"	"IGF1"	GeneID:100226283	"IGF1"	53830864	53888087
"NC_044212.2"	54091233	54100618	"+"	"gene"	"SYCP3"	GeneID:100230087	"SYCP3"	54089233	54100618
"NC_044212.2"	56251348	56257338	"+"	"gene"	"STMP1"	GeneID:100227320	"STMP1"	56249348	56257338
"NC_044212.2"	56847443	56925013	"-"	"gene"	"PTN"	GeneID:100228238	"PTN"	56847443	56927013
"NC_044212.2"	56940304	57145028	"-"	"gene"	"DGKI"	GeneID:105758581	"DGKI"	56940304	57147028
"NC_044212.2"	57231024	57235543	"-"	"gene"	"SSBP1"	GeneID:100190579	"SSBP1"	57231024	57237543
"NC_044212.2"	57577327	57660967	"+"	"gene"	"BRAF"	GeneID:100219601	"BRAF"	57575327	57660967
"NC_044212.2"	57661539	57662651	"-"	"gene"	"NDUFB2"	GeneID:100227257	"NDUFB2"	57661539	57664651
"NC_044212.2"	57662760	57675796	"+"	"gene"	"LOC105758592"	GeneID:105758592	"LOC105758592"	57660760	57675796
"NC_044212.2"	57806807	57854456	"+"	"gene"	"SLC37A3"	GeneID:100232096	"SLC37A3"	57804807	57854456
"NC_044212.2"	57856072	57920567	"+"	"gene"	"KDM7A"	GeneID:100223451	"KDM7A"	57854072	57920567
"NC_044212.2"	58269205	58881837	"+"	"gene"	"SOX5"	GeneID:100220574	"SOX5"	58267205	58881837
"NC_044212.2"	59119579	59148989	"-"	"gene"	"ETNK1"	GeneID:100217685	"ETNK1"	59119579	59150989
"NC_044212.2"	59334978	59340300	"+"	"gene"	"LOC105760106"	GeneID:105760106	"LOC105760106"	59332978	59340300
"NC_044212.2"	59598315	59655150	"-"	"gene"	"C2CD5"	GeneID:100225972	"C2CD5"	59598315	59657150
"NC_044212.2"	60947122	61083022	"+"	"gene"	"LOC100227890"	GeneID:100227890	"LOC100227890"	60945122	61083022
"NC_044212.2"	61881005	61905826	"-"	"gene"	"LOC105758604"	GeneID:105758604	"LOC105758604"	61881005	61907826
"NC_044212.2"	61936756	61948813	"-"	"gene"	"NDUFA9"	GeneID:100230773	"NDUFA9"	61936756	61950813
"NC_044212.2"	62878331	62887121	"-"	"gene"	"TSPO"	GeneID:100222020	"TSPO"	62878331	62889121
"NC_044212.2"	62887189	62890819	"+"	"gene"	"MCAT"	GeneID:100232649	"MCAT"	62885189	62890819
"NC_044212.2"	62932760	62984104	"+"	"gene"	"PACSIN2"	GeneID:100231673	"PACSIN2"	62930760	62984104
"NC_044212.2"	62999922	63007365	"-"	"gene"	"LOC116807714"	GeneID:116807714	"LOC116807714"	62999922	63009365
"NC_044212.2"	63511446	63613492	"+"	"gene"	"PPFIBP1"	GeneID:100226930	"PPFIBP1"	63509446	63613492
"NC_044212.2"	63777424	63781394	"-"	"gene"	"MED21"	GeneID:100190702	"MED21"	63777424	63783394
"NC_044212.2"	64188950	64196719	"+"	"gene"	"LOC116807717"	GeneID:116807717	"LOC116807717"	64186950	64196719
"NC_044212.2"	64196136	64216685	"-"	"gene"	"RASSF8"	GeneID:100224991	"RASSF8"	64196136	64218685
"NC_044212.2"	64573540	64574624	"-"	"gene"	"LOC116807719"	GeneID:116807719	"LOC116807719"	64573540	64576624
"NC_044212.2"	64691553	64709381	"-"	"gene"	"DYRK4"	GeneID:100227944	"DYRK4"	64691553	64711381
"NC_044212.2"	65880907	66042748	"-"	"gene"	"PLEKHA5"	GeneID:100224986	"PLEKHA5"	65880907	66044748
"NC_044212.2"	66918611	66977442	"+"	"gene"	"LMO3"	GeneID:100224031	"LMO3"	66916611	66977442
"NC_044212.2"	67812695	67988887	"-"	"gene"	"CALD1"	GeneID:100222084	"CALD1"	67812695	67990887
"NC_044212.2"	68164029	68170098	"-"	"gene"	"PEX26"	GeneID:100225051	"PEX26"	68164029	68172098
"NC_044212.2"	68404494	68416145	"+"	"gene"	"ATP6V1E1"	GeneID:100190066	"ATP6V1E1"	68402494	68416145
"NC_044212.2"	69190810	69213711	"-"	"gene"	"LRTM2"	GeneID:101233111	"LRTM2"	69190810	69215711
"NC_044212.2"	69333678	69337220	"+"	"gene"	"FBXL14"	GeneID:100231718	"FBXL14"	69331678	69337220
"NC_044212.2"	69381914	69656571	"-"	"gene"	"ERC1"	GeneID:100229781	"ERC1"	69381914	69658571
"NC_044212.2"	69930263	69980254	"+"	"gene"	"KDM5A"	GeneID:100226987	"KDM5A"	69928263	69980254
"NC_044212.2"	70720574	70734729	"-"	"gene"	"MRPS35"	GeneID:100221096	"MRPS35"	70720574	70736729
"NC_044212.2"	71312940	71376473	"+"	"gene"	"DUSP16"	GeneID:100222007	"DUSP16"	71310940	71376473
"NC_044213.2"	125529	135871	"+"	"gene"	"ABCF2"	GeneID:100225528	"ABCF2"	123529	135871
"NC_044213.2"	183068	293097	"-"	"gene"	"AGAP3"	GeneID:100217852	"AGAP3"	183068	295097
"NC_044213.2"	503004	514936	"-"	"gene"	"CCM2"	GeneID:100226814	"CCM2"	503004	516936
"NC_044213.2"	2318408	2320778	"-"	"gene"	"MRPL55"	GeneID:115493599	"MRPL55"	2318408	2322778
"NC_044213.2"	2326085	2331177	"+"	"gene"	"LOC100190410"	GeneID:100190410	"LOC100190410"	2324085	2331177
"NC_044213.2"	2625873	2631767	"+"	"gene"	"HIGD1A"	GeneID:100231360	"HIGD1A"	2623873	2631767
"NC_044213.2"	2706731	2730064	"-"	"gene"	"ZBTB47"	GeneID:100231356	"ZBTB47"	2706731	2732064
"NC_044213.2"	3927697	4079727	"+"	"gene"	"CRHR2"	GeneID:100219758	"CRHR2"	3925697	4079727
"NC_044213.2"	4307678	4390256	"+"	"gene"	"CTDSPL"	GeneID:100232268	"CTDSPL"	4305678	4390256
"NC_044213.2"	4697370	4784456	"+"	"gene"	"OXSR1"	GeneID:100220717	"OXSR1"	4695370	4784456
"NC_044213.2"	6163008	6176625	"+"	"gene"	"NUB1"	GeneID:100224316	"NUB1"	6161008	6176625
"NC_044213.2"	9721717	9798884	"-"	"gene"	"ESYT2"	GeneID:100226186	"ESYT2"	9721717	9800884
"NC_044213.2"	10169987	10476541	"-"	"gene"	"DIP2C"	GeneID:100232012	"DIP2C"	10169987	10478541
"NC_044213.2"	14401960	14445240	"+"	"gene"	"ITGB1"	GeneID:100230947	"ITGB1"	14399960	14445240
"NC_044213.2"	14479062	14543228	"+"	"gene"	"EPC1"	GeneID:100230952	"EPC1"	14477062	14543228
"NC_044213.2"	14582312	14616142	"+"	"gene"	"KIF5B"	GeneID:100228114	"KIF5B"	14580312	14616142
"NC_044213.2"	14786288	14907915	"-"	"gene"	"ZEB1"	GeneID:100226179	"ZEB1"	14786288	14909915
"NC_044213.2"	15343686	15403844	"-"	"gene"	"JCAD"	GeneID:100220996	"JCAD"	15343686	15405844
"NC_044213.2"	15790877	15795570	"-"	"gene"	"BAMBI"	GeneID:100190324	"BAMBI"	15790877	15797570
"NC_044213.2"	16295233	16309763	"-"	"gene"	"RAB18"	GeneID:100221977	"RAB18"	16295233	16311763
"NC_044213.2"	16796828	16837696	"-"	"gene"	"GAD2"	GeneID:778447	"GAD2"	16796828	16839696
"NC_044213.2"	17278316	17295719	"-"	"gene"	"THNSL1"	GeneID:101233163	"THNSL1"	17278316	17297719
"NC_044213.2"	17315972	17358874	"+"	"gene"	"PRTFDC1"	GeneID:100225870	"PRTFDC1"	17313972	17358874
"NC_044213.2"	17384875	17497313	"+"	"gene"	"ARHGAP21"	GeneID:100231539	"ARHGAP21"	17382875	17497313
"NC_044213.2"	18358350	18369321	"-"	"gene"	"BMI1"	GeneID:105758969	"BMI1"	18358350	18371321
"NC_044213.2"	18370771	18374289	"-"	"gene"	"COMMD3"	GeneID:100189970	"COMMD3"	18370771	18376289
"NC_044213.2"	18805554	19055860	"+"	"gene"	"NEBL"	GeneID:100231608	"NEBL"	18803554	19055860
"NC_044213.2"	20404676	20437414	"-"	"gene"	"STAM"	GeneID:100229539	"STAM"	20404676	20439414
"NC_044213.2"	20446703	20465030	"+"	"gene"	"HACD1"	GeneID:100226789	"HACD1"	20444703	20465030
"NC_044213.2"	20579075	20608454	"+"	"gene"	"TRDMT1"	GeneID:100230580	"TRDMT1"	20577075	20608454
"NC_044213.2"	20764255	20866693	"+"	"gene"	"RSU1"	GeneID:100223854	"RSU1"	20762255	20866693
"NC_044213.2"	21426156	21429586	"-"	"gene"	"RPP38"	GeneID:100227716	"RPP38"	21426156	21431586
"NC_044213.2"	21635334	21767571	"+"	"gene"	"ADAM22"	GeneID:100220980	"ADAM22"	21633334	21767571
"NC_044213.2"	21769837	21777990	"-"	"gene"	"SRI"	GeneID:100190353	"SRI"	21769837	21779990
"NC_044213.2"	23231704	23337008	"+"	"gene"	"AKAP9"	GeneID:100223905	"AKAP9"	23229704	23337008
"NC_044213.2"	24504619	24537339	"-"	"gene"	"SGCE"	GeneID:100232516	"SGCE"	24504619	24539339
"NC_044213.2"	24573063	24704573	"+"	"gene"	"PPP1R9A"	GeneID:100220970	"PPP1R9A"	24571063	24704573
"NC_044213.2"	24708395	24722545	"-"	"gene"	"LOC100218152"	GeneID:100218152	"LOC100218152"	24708395	24724545
"NC_044213.2"	25191785	25197970	"-"	"gene"	"SEM1"	GeneID:100038817	"SEM1"	25191785	25199970
"NC_044213.2"	25665194	25744095	"+"	"gene"	"UMAD1"	GeneID:100231626	"UMAD1"	25663194	25744095
"NC_044213.2"	26943955	26948033	"-"	"gene"	"NDUFA4"	GeneID:100190497	"NDUFA4"	26943955	26950033
"NC_044213.2"	26967628	27125540	"+"	"gene"	"PHF14"	GeneID:100223551	"PHF14"	26965628	27125540
"NC_044213.2"	27183550	27375346	"-"	"gene"	"THSD7A"	GeneID:100220638	"THSD7A"	27183550	27377346
"NC_044213.2"	29465732	29481116	"+"	"gene"	"TSPAN13"	GeneID:100190758	"TSPAN13"	29463732	29481116
"NC_044213.2"	29672003	29733443	"+"	"gene"	"AHR"	GeneID:100230166	"AHR"	29670003	29733443
"NC_044213.2"	29987338	30444716	"+"	"gene"	"HDAC9"	GeneID:100220635	"HDAC9"	29985338	30444716
"NC_044213.2"	31347550	31374888	"+"	"gene"	"SP4"	GeneID:100222594	"SP4"	31345550	31374888
"NC_044213.2"	31583843	31739109	"-"	"gene"	"RAPGEF5"	GeneID:100223599	"RAPGEF5"	31583843	31741109
"NC_044213.2"	31839222	31845285	"-"	"gene"	"TOMM7"	GeneID:100190521	"TOMM7"	31839222	31847285
"NC_044213.2"	32016689	32023424	"+"	"gene"	"MALSU1"	GeneID:100218685	"MALSU1"	32014689	32023424
"NC_044213.2"	32344962	32354172	"+"	"gene"	"NPY"	GeneID:100232180	"NPY"	32342962	32354172
"NC_044213.2"	32440120	32499589	"+"	"gene"	"PALS2"	GeneID:100229257	"PALS2"	32438120	32499589
"NC_044213.2"	32659641	32662053	"-"	"gene"	"CYCS"	GeneID:100223555	"CYCS"	32659641	32664053
"NC_044213.2"	33147193	33161556	"+"	"gene"	"CBX3"	GeneID:100217763	"CBX3"	33145193	33161556
"NC_044213.2"	33181791	33217345	"+"	"gene"	"SNX10"	GeneID:100230219	"SNX10"	33179791	33217345
"NC_044213.2"	35087398	35208579	"-"	"gene"	"ANKRD28"	GeneID:100223592	"ANKRD28"	35087398	35210579
"NC_044213.2"	36268513	36360254	"-"	"gene"	"SATB1"	GeneID:100217710	"SATB1"	36268513	36362254
"NC_044213.2"	36911684	36951682	"+"	"gene"	"KAT2B"	GeneID:100227387	"KAT2B"	36909684	36951682
"NC_044213.2"	38267933	38273423	"+"	"gene"	"RPL15"	GeneID:100190572	"RPL15"	38265933	38273423
"NC_044213.2"	39257084	39302201	"+"	"gene"	"LRRC3B"	GeneID:100225435	"LRRC3B"	39255084	39302201
"NC_044213.2"	39889813	39930165	"+"	"gene"	"CMC1"	GeneID:100231261	"CMC1"	39887813	39930165
"NC_044213.2"	40281064	40722228	"+"	"gene"	"RBMS3"	GeneID:100222548	"RBMS3"	40279064	40722228
"NC_044213.2"	41471154	41506568	"+"	"gene"	"CMTM8"	GeneID:100223586	"CMTM8"	41469154	41506568
"NC_044213.2"	42159799	42199547	"-"	"gene"	"SNRK"	GeneID:100223553	"SNRK"	42159799	42201547
"NC_044213.2"	42347133	42351303	"-"	"gene"	"RPL14"	GeneID:100190005	"RPL14"	42347133	42353303
"NC_044213.2"	42443187	42501848	"-"	"gene"	"ZNRF2"	GeneID:100227402	"ZNRF2"	42443187	42503848
"NC_044213.2"	42553179	42573183	"-"	"gene"	"MTURN"	GeneID:100222580	"MTURN"	42553179	42575183
"NC_044213.2"	42877454	42939603	"+"	"gene"	"ATP2C1"	GeneID:100217792	"ATP2C1"	42875454	42939603
"NC_044213.2"	43444906	43501692	"+"	"gene"	"DNAJC13"	GeneID:100231225	"DNAJC13"	43442906	43501692
"NC_044213.2"	43809528	43829857	"+"	"gene"	"BFSP2"	GeneID:100222605	"BFSP2"	43807528	43829857
"NC_044213.2"	44117108	44121729	"+"	"gene"	"RPSA"	GeneID:100190067	"RPSA"	44115108	44121729
"NC_044213.2"	44495308	44504179	"+"	"gene"	"EIF1B"	GeneID:100223608	"EIF1B"	44493308	44504179
"NC_044213.2"	44635986	44642194	"+"	"gene"	"CCK"	GeneID:100190220	"CCK"	44633986	44642194
"NC_044213.2"	44646943	44748029	"-"	"gene"	"TRAK1"	GeneID:100219647	"TRAK1"	44646943	44750029
"NC_044213.2"	45624307	45656993	"+"	"gene"	"LIMD1"	GeneID:100231201	"LIMD1"	45622307	45656993
"NC_044213.2"	45658073	45687152	"+"	"gene"	"SACM1L"	GeneID:105760745	"SACM1L"	45656073	45687152
"NC_044213.2"	45687902	45694177	"+"	"gene"	"SNRPD1"	GeneID:100190603	"SNRPD1"	45685902	45694177
"NC_044213.2"	45828497	45846431	"+"	"gene"	"FKBP9"	GeneID:100227427	"FKBP9"	45826497	45846431
"NC_044213.2"	45851915	45877779	"-"	"gene"	"NT5C3A"	GeneID:100228312	"NT5C3A"	45851915	45879779
"NC_044213.2"	46845279	46924059	"+"	"gene"	"SEPTIN7"	GeneID:100219673	"SEPTIN7"	46843279	46924059
"NC_044213.2"	47211446	47514530	"-"	"gene"	"ELMO1"	GeneID:100190239	"ELMO1"	47211446	47516530
"NC_044213.2"	48261679	48402981	"-"	"gene"	"ARPP21"	GeneID:100220121	"ARPP21"	48261679	48404981
"NC_044213.2"	48946402	48977108	"-"	"gene"	"LOC100220086"	GeneID:100220086	"LOC100220086"	48946402	48979108
"NC_044213.2"	49001060	49145369	"+"	"gene"	"CLASP2"	GeneID:100232474	"CLASP2"	48999060	49145369
"NC_044213.2"	49157461	49194334	"+"	"gene"	"UBP1"	GeneID:100221040	"UBP1"	49155461	49194334
"NC_044213.2"	49194564	49246612	"-"	"gene"	"FBXL2"	GeneID:100230638	"FBXL2"	49194564	49248612
"NC_044213.2"	49363375	49382034	"+"	"gene"	"PDIA4"	GeneID:100229535	"PDIA4"	49361375	49382034
"NC_044213.2"	51334363	51337160	"-"	"gene"	"SEC61G"	GeneID:100220928	"SEC61G"	51334363	51339160
"NC_044213.2"	51956862	52208641	"-"	"gene"	"HECW1"	GeneID:100226763	"HECW1"	51956862	52210641
"NC_044213.2"	52283148	52285433	"-"	"gene"	"MRPL32"	GeneID:100218080	"MRPL32"	52283148	52287433
"NC_044213.2"	52285730	52291302	"+"	"gene"	"PSMA2"	GeneID:100190708	"PSMA2"	52283730	52291302
"NC_044213.2"	54281923	54404512	"+"	"gene"	"AMPH"	GeneID:100228670	"AMPH"	54279923	54404512
"NC_044213.2"	59320635	59333885	"+"	"gene"	"C2H5orf22"	GeneID:100220954	"C2H5orf22"	59318635	59333885
"NC_044213.2"	60680998	60699652	"-"	"gene"	"VPS4B"	GeneID:100221971	"VPS4B"	60680998	60701652
"NC_044213.2"	62154974	62161077	"+"	"gene"	"NQO2"	GeneID:100220924	"NQO2"	62152974	62161077
"NC_044213.2"	62165615	62171385	"+"	"gene"	"LOC100190610"	GeneID:100190610	"LOC100190610"	62163615	62171385
"NC_044213.2"	62207898	62226957	"+"	"gene"	"BPHL"	GeneID:100224816	"BPHL"	62205898	62226957
"NC_044213.2"	62226910	62229697	"-"	"gene"	"LOC121468025"	GeneID:121468025	"LOC121468025"	62226910	62231697
"NC_044213.2"	62241018	62243686	"-"	"gene"	"LOC100190505"	GeneID:100190505	"LOC100190505"	62241018	62245686
"NC_044213.2"	62263957	62373384	"-"	"gene"	"SLC22A23"	GeneID:100222874	"SLC22A23"	62263957	62375384
"NC_044213.2"	62559527	62571847	"-"	"gene"	"LOC105758980"	GeneID:105758980	"LOC105758980"	62559527	62573847
"NC_044213.2"	62571702	62597102	"+"	"gene"	"PRPF4B"	GeneID:100221907	"PRPF4B"	62569702	62597102
"NC_044213.2"	63002166	63087501	"-"	"gene"	"LYRM4"	GeneID:100190252	"LYRM4"	63002166	63089501
"NC_044213.2"	63595213	63621357	"+"	"gene"	"LY86"	GeneID:100228619	"LY86"	63593213	63621357
"NC_044213.2"	63866843	63889674	"-"	"gene"	"SSR1"	GeneID:100225787	"SSR1"	63866843	63891674
"NC_044213.2"	64209789	64226980	"-"	"gene"	"EEF1E1"	GeneID:100220043	"EEF1E1"	64209789	64228980
"NC_044213.2"	66334618	66351962	"-"	"gene"	"TBC1D7"	GeneID:100228887	"TBC1D7"	66334618	66353962
"NC_044213.2"	66462572	66468714	"-"	"gene"	"LOC100189937"	GeneID:100189937	"LOC100189937"	66462572	66470714
"NC_044213.2"	66550983	66628553	"-"	"gene"	"CAP2"	GeneID:100227057	"CAP2"	66550983	66630553
"NC_044213.2"	66666197	67034221	"+"	"gene"	"ATXN1"	GeneID:100230847	"ATXN1"	66664197	67034221
"NC_044213.2"	67351778	67562091	"-"	"gene"	"JARID2"	GeneID:100230783	"JARID2"	67351778	67564091
"NC_044213.2"	68129475	68138396	"-"	"gene"	"SIRT5"	GeneID:100220330	"SIRT5"	68129475	68140396
"NC_044213.2"	68263420	68273291	"-"	"gene"	"TPMT"	GeneID:100230777	"TPMT"	68263420	68275291
"NC_044213.2"	69650580	69655300	"+"	"gene"	"SOX4"	GeneID:115493783	"SOX4"	69648580	69655300
"NC_044213.2"	70682857	70692244	"+"	"gene"	"ALDH5A1"	GeneID:100222151	"ALDH5A1"	70680857	70692244
"NC_044213.2"	71535168	71691882	"+"	"gene"	"ATP9B"	GeneID:100224155	"ATP9B"	71533168	71691882
"NC_044213.2"	72181514	72184265	"+"	"gene"	"HSBP1L1"	GeneID:115493793	"HSBP1L1"	72179514	72184265
"NC_044213.2"	72186056	72195075	"-"	"gene"	"TXNL4A"	GeneID:115493792	"TXNL4A"	72186056	72197075
"NC_044213.2"	72222122	72230755	"+"	"gene"	"RBFA"	GeneID:100228889	"RBFA"	72220122	72230755
"NC_044213.2"	73022204	73046204	"-"	"gene"	"PPP1R17"	GeneID:100223166	"PPP1R17"	73022204	73048204
"NC_044213.2"	73179905	73272083	"-"	"gene"	"NFX1"	GeneID:100228006	"NFX1"	73179905	73274083
